duty_name,duty_code,duty_addr,wgs84Lon,wgs84Lat
하남성심병원,A1500017,광주광역시 광산구 용아로 259 하남성심병원 (산정동),126.800894228816,35.1664063968
하늘정형외과의원,A1403097,"인천광역시 중구 하늘중앙로 193, 조양타워 6층(일부),7층 605호, 701호 (중산동)",126.5632024449348,37.48951057425082
하동중앙의원,A2800826,경상남도 하동군 하동읍 연화길 6,127.75322730361014,35.07144347237017
학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),A1100008,"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",127.02647086385966,37.58715608002366
학교법인 춘해병원,A1200025,"부산광역시 부산진구 중앙대로 605, 지상1층~지상9층 (범천동)",129.05854773411613,35.147036979509224
학교법인)동의병원,A1200019,"부산광역시 부산진구 양정로 62, 지상2ㆍ3ㆍ10층 각 일부/ 지하1ㆍ지상1ㆍ지상4~지상8층 전층 (양정동)",129.0767443760438,35.169922174960384
학교법인가톨릭학원가톨릭대학교대전성모병원,A1600005,대전광역시 중구 대흥로 64 (대흥동),127.42027313317438,36.32302490017959
학교법인가톨릭학원가톨릭대학교서울성모병원,A1100012,서울특별시 서초구 반포대로 222 (반포동),127.00472725970137,37.501800804785276
학교법인건양교육재단건양대학교병원,A1600006,"대전광역시 서구 관저동로 158, 건양대학교병원 &#40;관저동&#41;",127.34263046359918,36.306711701457246
학교법인건양교육재단건양대학교부여병원,A2400038,충청남도 부여군 부여읍 계백로 200,126.90169662482884,36.275554094438235
학교법인동은학원순천향대학교부속천안병원,A2400001,충청남도 천안시 동남구 순천향6길 31 (봉명동),127.135666806479,36.8023584971179
학교법인성균관대학삼성창원병원,A2800020,"경상남도 창원시 마산회원구 팔용로 158 (합성동, 삼성창원병원)",128.592430520838,35.242599227316994
학교법인울산공업학원울산대학교병원,A1700004,"울산광역시 동구 대학병원로 25, 울산대학교병원 (전하동)",129.4288047478,35.5200593154
학교법인을지학원대전을지대학교병원,A1600002,대전광역시 서구 둔산서로 95 (둔산동),127.38199955857135,36.355068712678154
학교법인을지학원의정부을지대학교병원,A2117994,"경기도 의정부시 동일로 712, 을지대학교 의정부캠퍼스 및 부속병원 (금오동)",127.050695679688,37.7518290378344
한강수병원,A1100163,"서울특별시 영등포구 영등포로 83, 한강수병원 (양평동1가)",126.890913736375,37.5224047841717
한국보훈복지의료공단 부산보훈병원,A1200016,부산광역시 사상구 백양대로 420 (주례동),129.00656514354415,35.15333436517864
한국보훈복지의료공단 인천보훈병원,A1403583,"인천광역시 미추홀구 인주대로 138, 인천보훈병원 지(1,2),1~7층 (용현동)",126.6526043685,37.4557028395
한국보훈복지의료공단 중앙보훈병원,A1100053,서울특별시 강동구 진황도로61길 53 (둔촌동),127.14671886173552,37.528220900896635
한국보훈복지의료공단대구보훈병원,A1300011,대구광역시 달서구 월곡로 60 (도원동),128.55164640976287,35.80313747018647
한국원자력의학원원자력병원,A1100027,"서울특별시 노원구 노원로 75, 한국원자력의학원 (공릉동)",127.08269315796588,37.628815981330355
한림대학교강남성심병원,A1100055,"서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)",126.9086725295,37.4932492859
한림대학교동탄성심병원,A2100046,경기도 화성시 큰재봉길 7 (석우동),127.08000809235827,37.216650193541184
한림대학교성심병원,A2100004,경기도 안양시 동안구 관평로170번길 22 (평촌동),126.9619708207,37.3916511961
한림대학교춘천성심병원,A2200013,강원특별자치도 춘천시 삭주로 77 (교동),127.73989454269613,37.88413581388737
한림대학교한강성심병원,A1100038,"서울특별시 영등포구 버드나루로7길 12 (영등포동7가, 한강성심병원)",126.91033000120589,37.52346674579277
한마음병원,A2900005,제주특별자치도 제주시 연신로 52   (이도이동),126.54622454609037,33.4962612399279
한양대학교구리병원,A2100039,경기도 구리시 경춘로 153 (교문동),127.13250756940002,37.6012760077
한양대학교병원,A1100013,서울특별시 성동구 왕십리로 222-1 (사근동),127.04488284061982,37.559944533564746
한일병원,A2800043,"경상남도 진주시 범골로 17, 한일병원 지하1 1~7층 (충무공동)",128.128547657113,35.16696519825003
함양성심병원,A2800080,경상남도 함양군 함양읍 고운로 70,127.72924773802185,35.52046827900683
해남우리종합병원,A2600077,전라남도 해남군 옥천면 해남로 597,126.64658297551144,34.58423738321411
해피뷰병원,A1500057,광주광역시 북구 경열로 216 (유동),126.9066923373126,35.15846280570811
행복한병원,A2800042,경상남도 밀양시 하남읍 수산중앙로 56-2,128.7114865036199,35.37461994215032
행복한병원,A1303449,"대구광역시 달성군 유가읍 테크노순환로12길 4, 1층,4~6층(1층 사우나홀,113~117호,119~120호,405~407호,5층,601~607호",128.47043956090056,35.69330550768229
현대병원,A2100037,경기도 남양주시 진접읍 봉현로 21,127.17984989970033,37.715486551355895
현대병원,A2400039,충청남도 아산시 시민로 388 (온천동),127.00097027728451,36.78311829920936
현대유비스병원,A1400004,인천광역시 미추홀구 독배로 503 (숭의동),126.64314168953122,37.461743833494644
혜민병원,A1100051,서울특별시 광진구 자양로 85 (자양동),127.08360130258502,37.535315660180416
혜성병원,A2120077,"경기도 남양주시 경춘로1308번길 4, 1층일부~10층 (평내동)",127.238321935956,37.6501095660175
홍익병원,A1100019,"서울특별시 양천구 목동로 225, 홍익병원본관 (신정동)",126.8636640030062,37.52844147447355
홍천아산병원,A2200014,강원특별자치도 홍천군 홍천읍 산림공원1길 17,127.89490721695594,37.69082165229579
화성디에스병원,A2116761,"경기도 화성시 남양읍 시청로160번길 46-13, 1,3~8층",126.82571090454118,37.19922971137399
화성유일병원,A2116685,경기도 화성시 남양읍 남양로920번길 6,126.83265357240964,37.21778332253106
화순고려병원,A2600048,전라남도 화순군 화순읍 충의로 109,126.98963562835072,35.05595373646754
화순성심병원,A2600043,전라남도 화순군 화순읍 만연로 31,126.98987847235264,35.05844089636795
화순전남대학교병원,A2600001,전라남도 화순군 화순읍 서양로 322,127.002108292339,35.0586707410237
화천군보건의료원,E2200025,강원특별자치도 화천군 화천읍 강변로 111 (화천군보건의료원),127.708883438378,38.1073824571151
횡성대성병원,A2200016,강원특별자치도 횡성군 횡성읍 횡성로 275,127.97994775890871,37.47845901170136
효산의료재단안양샘병원,A2100015,"경기도 안양시 만안구 삼덕로 9 (안양동, 안양샘병원)",126.92447734066778,37.39340413136221
효산의료재단지샘병원,A2100054,"경기도 군포시 군포로 591 (당동, (G샘병원)군포샘병원)",126.94735972779895,37.35864464913468
효성시티병원,A1200048,부산광역시 해운대구 해운대로 135 (재송동),129.12145899191526,35.18541271514478
흑룡의원,A1403132,인천광역시 옹진군 백령면 백령로 831,124.6654985764,37.959524356
희명병원,A1100049,서울특별시 금천구 시흥대로 244 (시흥동),126.90056251863875,37.45567063464179
